"""RAHFK01 000"",""configurable"",""EXPERIENCE 94 TI"",""All Skis"",""Catalog Page"",""1"","" ""0"" ,$800.00,"							
"""RAHFK02 000"",""configurable"",""EXPERIENCE 94 TI (KONECT)"",""All Skis"",""Catalog Page"",""2"",""1"", $1,000.00 ,"							
"""RAHFJ02 000"",""configurable"",""EXPERIENCE 88 TI"",""All Skis"",""Catalog Page"",""3"",""2"", $750.00,"							
"""RAHFI01 000"",""configurable"",""EXPERIENCE 84 AI (KONECT)"",""All Skis"",""Catalog Page"",""4"",""3"", $880.00,"							
"""RAHFI02 000"",""configurable"",""EXPERIENCE 84 AI"",""All Skis"",""Catalog Page"",""5"",""4"", $700.00,"							
"""RAHFH01 000"",""configurable"",""EXPERIENCE 80CI (XPRESS2)"",""All Skis"",""Catalog Page"",""6"",""5"",$700.00 ,"							
"""RAHFJ03 000"",""configurable"",""EXPERIENCE 88TI W"",""All Skis"",""Catalog Page"",""7"",""6"",$750.00,"							
"""RAHFI04 000"",""configurable"",""EXPERIENCE 84 AI W"",""All Skis"",""Catalog Page"",""8"",""7"", $700.00,"							
"""RAHFI03 000"",""configurable"",""EXPERIENCE 84 AI W (XPRESS)"",""All Skis"",""Catalog Page"",""9"",""8"",$850.00,"							
"""RAHFG10 000"",""configurable"",""EXPERIENCE 76 CI W (XPRESS)"",""All Skis"",""Catalog Page"",""10"",""9"",$600.00,"							
"""RAHTF01 000"",""configurable"",""SCRATCH"",""All Skis"",""Catalog Page"",""11"",""10"",$600.00,"							
"""RAHMU01 000"",""configurable"",""SCRATCH PRO"",""All Skis"",""Catalog Page"",""12"",""11"", $400.00,"							
"""RAHSP01 000"",""configurable"",""SPRAYER (XPRESS2)"",""All Skis"",""Catalog Page"",""13"",""12"",$450.00,"							
"""RAHJW01 000"",""configurable"",""SPRAYER PRO (KID-X)"",""All Skis"",""Catalog Page"",""14"",""13"", $350.00,"							
"""RAHJC03 000"",""configurable"",""EXPERIENCE PRO (XPRESS JR)"",""All Skis"",""Catalog Page"",""15"",""14"", $350.00,"							
"""RAHJC01 000"",""configurable"",""EXPERIENCE PRO (KID-X)"",""All Skis"",""Catalog Page"",""16"",""15"", $300.00,"							
"""RAHWE01 000"",""configurable"",""EXPERIENCE PRO (TEAM4)"",""All Skis"",""Catalog Page"",""17"",""16"",$300.00,"							
"""RAHJC04 000"",""configurable"",""EXPERIENCE PRO W (XPRESS JR)"",""All Skis"",""Catalog Page"",""18"",""17"",$350.00,"							
"""RAHJC02 000"",""configurable"",""EXPERIENCE PRO W (KID-X)"",""All Skis"",""Catalog Page"",""19"",""18"",$300.00,"							
"""RAHWE02 000"",""configurable"",""EXPERIENCE PRO W (TEAM4)"",""All Skis"",""Catalog Page"",""20"",""19"", $300.00,"							
"""RAHME01 000"",""configurable"",""BLACK OPS 118"",""All Skis"",""Catalog Page"",""21"",""20"",$800.00,"							
